id,provinsi,kabupaten_kota,nama_layanan,jenis_layanan,kategori,specialization,alamat,telepon,website,latitude,longitude,telemedicine,biaya_mulai,insurance_supported,rating,jam_buka,jam_tutup,hari_operasional,verified,photo_url,source,updated_at
730,Gorontalo,Badung,RS Jiwa Badung,Rumah Sakit Jiwa,Psikiatri,ADHD,"Jl. Kesehatan No.204, Badung",+628930592761,,-0.01911346901200517,112.1462191023558,True,150000,Swasta,3.7,7:00,21:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
731,Sulawesi Barat,Gresik,RS Jiwa Gresik,Rumah Sakit Jiwa,Psikiatri,Kecemasan,"Jl. Kesehatan No.212, Gresik",+628339891424,,4.562564146578497,102.62024603450344,True,0,BPJS,3.6,10:00,20:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
732,Jawa Tengah,Palembang,Klinik Psikologi Palembang,Klinik Psikologi,Psikolog,Depresi,"Jl. Kesehatan No.116, Palembang",+628349068058,,-9.687659146080406,96.95003925660774,True,0,"Mandiri,Swasta",3.3,10:00,20:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
733,Papua Barat,Cimahi,RSUD Cimahi,Rumah Sakit,Psikiatri,Konseling Pernikahan,"Jl. Kesehatan No.105, Cimahi",+628404488026,,-0.129345547303501,131.94538090827962,False,100000,BPJS,3.8,8:00,21:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
734,Bali,Ternate,Pusat Konseling Universitas Ternate,Universitas,Konseling,Burnout Kerja,"Jl. Kesehatan No.230, Ternate",+628844899671,,0.721673048286462,109.40190479612751,True,50000,"BPJS,Swasta",4.6,10:00,18:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
735,Sulawesi Utara,Gresik,RS Jiwa Gresik,Rumah Sakit Jiwa,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.216, Gresik",+628930289051,,0.4532002770398478,129.03721815926875,False,250000,Swasta,3.5,7:00,19:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
736,DI Yogyakarta,Bukittinggi,Klinik Psikologi Bukittinggi,Klinik Psikologi,Psikolog,Depresi,"Jl. Kesehatan No.40, Bukittinggi",+628481855052,,-10.199395882741998,134.21101028146867,True,500000,Swasta,3.6,8:00,20:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
737,Sumatera Barat,Garut,RS Jiwa Garut,Rumah Sakit Jiwa,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.151, Garut",+628757882262,,-8.252786438757788,130.9844251336345,True,150000,"Mandiri,Swasta",3.4,8:00,17:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
738,Papua,Bogor,RSUD Bogor,Rumah Sakit,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.174, Bogor",+628324250330,,1.1366355965908195,127.43272605705246,True,0,Swasta,3.7,9:00,22:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
739,DKI Jakarta,Denpasar,Klinik Psikologi Denpasar,Klinik Psikologi,Psikolog,Trauma,"Jl. Kesehatan No.149, Denpasar",+628826944180,,-4.62239337899455,121.93833895225724,False,350000,Swasta,3.9,10:00,19:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
740,Papua Barat,Batam,RSUD Batam,Rumah Sakit,Psikiatri,Trauma,"Jl. Kesehatan No.239, Batam",+628425126556,,-10.302634821222544,136.14782681437023,False,0,"BPJS,Swasta",4.4,10:00,20:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
741,Kalimantan Selatan,Medan,Klinik Psikologi Medan,Klinik Psikologi,Psikolog,ADHD,"Jl. Kesehatan No.223, Medan",+628290359453,,-0.27338238860311925,96.72522960761313,True,0,Swasta,4.3,9:00,17:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
742,Gorontalo,Tegal,RSUD Tegal,Rumah Sakit,Psikiatri,Konseling Pernikahan,"Jl. Kesehatan No.128, Tegal",+628576423911,,3.086080682463356,132.71203551668196,False,150000,"BPJS,Swasta",4.3,9:00,22:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
743,Gorontalo,Badung,RSUD Badung,Rumah Sakit,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.93, Badung",+628310107135,,1.96670621228143,127.05650357951544,True,150000,Swasta,3.4,9:00,22:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
744,DKI Jakarta,Ambon,RS Jiwa Ambon,Rumah Sakit Jiwa,Psikiatri,Depresi,"Jl. Kesehatan No.35, Ambon",+628158252583,,0.5280990220629445,111.16731629451911,False,150000,BPJS,4.5,7:00,22:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
745,Sulawesi Selatan,Jakarta Utara,Klinik Psikologi Jakarta Utara,Klinik Psikologi,Psikolog,Gangguan Tidur,"Jl. Kesehatan No.202, Jakarta Utara",+628063030355,,0.7759318630663543,95.82267172309311,True,350000,Mandiri,4.2,10:00,18:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
746,Banten,Bogor,Pusat Konseling Universitas Bogor,Universitas,Konseling,Gangguan Mood,"Jl. Kesehatan No.72, Bogor",+628272047507,,2.9063402861113268,117.10446366190384,True,350000,"Mandiri,Swasta",3.8,9:00,20:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
747,Kalimantan Timur,Jakarta Pusat,Puskesmas Jakarta Pusat,Puskesmas,Konseling,Kecemasan,"Jl. Kesehatan No.198, Jakarta Pusat",+628835143559,,0.20027940600387772,133.30733549813237,False,350000,BPJS,4.6,9:00,20:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
748,Sulawesi Tenggara,Surabaya,Pusat Konseling Universitas Surabaya,Universitas,Konseling,Gangguan Mood,"Jl. Kesehatan No.198, Surabaya",+628197472909,,4.06339520301975,134.0334634968827,True,150000,"BPJS,Swasta",4.8,10:00,21:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
749,Sumatera Utara,Kendari,Puskesmas Kendari,Puskesmas,Konseling,Terapi Keluarga,"Jl. Kesehatan No.4, Kendari",+628118239098,,-3.2628990199762793,126.78173808106554,True,500000,Swasta,3.8,9:00,16:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
750,Sulawesi Tenggara,Binjai,RSUD Binjai,Rumah Sakit,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.249, Binjai",+628029818398,,3.515163807270463,95.1360635023081,True,100000,"Mandiri,Swasta",4.2,10:00,17:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
751,Sulawesi Tengah,Tegal,Klinik Psikologi Tegal,Klinik Psikologi,Psikolog,Burnout Kerja,"Jl. Kesehatan No.55, Tegal",+628401756377,,-0.8842071485995717,135.41203276982037,True,150000,"Mandiri,Swasta",3.0,10:00,17:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
752,Kalimantan Barat,Banjarmasin,RSUD Banjarmasin,Rumah Sakit,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.215, Banjarmasin",+628738095287,,-6.976063039516243,111.28448435808255,False,0,Swasta,4.8,9:00,22:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
753,Sumatera Selatan,Ambon,Puskesmas Ambon,Puskesmas,Konseling,Burnout Kerja,"Jl. Kesehatan No.113, Ambon",+628711157312,,-5.762881589622248,108.2557036285348,False,100000,BPJS,3.0,8:00,18:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
754,Sulawesi Utara,Gorontalo,RS Jiwa Gorontalo,Rumah Sakit Jiwa,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.188, Gorontalo",+628614569460,,0.48368578550188346,128.62741069269003,False,150000,Mandiri,3.0,8:00,16:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
755,Sumatera Selatan,Bima,RSUD Bima,Rumah Sakit,Psikiatri,Trauma,"Jl. Kesehatan No.161, Bima",+628759357444,,4.230324695554215,100.70079108679224,True,50000,"Mandiri,Swasta",3.1,8:00,16:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
756,Kalimantan Tengah,Serang,RSUD Serang,Rumah Sakit,Psikiatri,Burnout Kerja,"Jl. Kesehatan No.70, Serang",+628193535530,,4.702004664063191,102.62111763128728,False,250000,"Mandiri,Swasta",4.7,7:00,16:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
757,Sumatera Utara,Kediri,Puskesmas Kediri,Puskesmas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.62, Kediri",+628742132303,,2.571907060583259,97.16628073916975,True,150000,Mandiri,3.7,10:00,16:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
758,Kalimantan Selatan,Depok,Klinik Psikologi Depok,Klinik Psikologi,Psikolog,Gangguan Tidur,"Jl. Kesehatan No.29, Depok",+628202688348,,-4.400665573830564,105.81021942351653,True,250000,BPJS,4.7,9:00,16:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
759,Kalimantan Utara,Jakarta Utara,Klinik Psikologi Jakarta Utara,Klinik Psikologi,Psikolog,Konseling Pernikahan,"Jl. Kesehatan No.218, Jakarta Utara",+628115383223,,2.2388434921175744,108.78470445684141,False,350000,"BPJS,Swasta",4.8,8:00,19:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
760,Jawa Barat,Jakarta Timur,RSUD Jakarta Timur,Rumah Sakit,Psikiatri,Kecemasan,"Jl. Kesehatan No.62, Jakarta Timur",+628142480603,,3.365111396234438,110.334571712951,False,0,"Mandiri,Swasta",4.6,10:00,21:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
761,Papua,Jakarta Barat,RSUD Jakarta Barat,Rumah Sakit,Psikiatri,Trauma,"Jl. Kesehatan No.125, Jakarta Barat",+628662458862,,4.864782014643083,113.48159497987653,False,0,BPJS,3.6,8:00,17:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
762,Jawa Tengah,Sidoarjo,Puskesmas Sidoarjo,Puskesmas,Konseling,Terapi Keluarga,"Jl. Kesehatan No.178, Sidoarjo",+628372666828,,0.9684749679928242,140.22172793982855,False,350000,"Mandiri,Swasta",4.5,7:00,22:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
763,DKI Jakarta,Purwokerto,Puskesmas Purwokerto,Puskesmas,Konseling,Depresi,"Jl. Kesehatan No.138, Purwokerto",+628353611500,,5.164362828495282,127.83489512073976,True,350000,Mandiri,3.0,8:00,22:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
764,Papua,Jakarta Selatan,Klinik Psikologi Jakarta Selatan,Klinik Psikologi,Psikolog,ADHD,"Jl. Kesehatan No.37, Jakarta Selatan",+628151589425,,5.293056755149005,131.1941926948983,True,100000,Swasta,4.0,9:00,19:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
765,Kalimantan Tengah,Tasikmalaya,Klinik Psikologi Tasikmalaya,Klinik Psikologi,Psikolog,Terapi Keluarga,"Jl. Kesehatan No.182, Tasikmalaya",+628428375987,,-4.80427295751846,100.19228721655712,False,350000,"Mandiri,Swasta",3.3,9:00,21:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
766,Kalimantan Timur,Malang,Klinik Psikologi Malang,Klinik Psikologi,Psikolog,Burnout Kerja,"Jl. Kesehatan No.97, Malang",+628291651482,,-5.218335756137689,124.3711279621955,False,250000,"BPJS,Swasta",4.9,7:00,21:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
767,Kalimantan Timur,Sorong,RSUD Sorong,Rumah Sakit,Psikiatri,Burnout Kerja,"Jl. Kesehatan No.210, Sorong",+628129991564,,2.9475705906853253,116.03568942004745,False,500000,Mandiri,4.3,7:00,20:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
768,Sulawesi Selatan,Bandar Lampung,RSUD Bandar Lampung,Rumah Sakit,Psikiatri,Burnout Kerja,"Jl. Kesehatan No.61, Bandar Lampung",+628193482698,,-4.76717175743717,99.45232689914536,True,50000,BPJS,3.1,10:00,16:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
769,Sulawesi Utara,Bima,Puskesmas Bima,Puskesmas,Konseling,Gangguan Mood,"Jl. Kesehatan No.242, Bima",+628060705957,,-5.0944459258672214,104.91636296621888,False,50000,Swasta,4.0,7:00,18:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
770,Kalimantan Selatan,Malang,Pusat Konseling Universitas Malang,Universitas,Konseling,ADHD,"Jl. Kesehatan No.120, Malang",+628473657222,,-9.650755057944544,113.60959692038003,True,500000,BPJS,3.6,9:00,20:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
771,Bali,Tabanan,Puskesmas Tabanan,Puskesmas,Konseling,Gangguan Tidur,"Jl. Kesehatan No.46, Tabanan",+628566001453,,-5.443109905454643,107.06487992044916,True,500000,"Mandiri,Swasta",4.6,10:00,20:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
772,DKI Jakarta,Balikpapan,Puskesmas Balikpapan,Puskesmas,Konseling,Depresi,"Jl. Kesehatan No.45, Balikpapan",+628405590136,,-1.9569301704056752,95.97685528817937,True,100000,Mandiri,4.8,7:00,16:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
773,Nusa Tenggara Timur,Bukittinggi,RS Jiwa Bukittinggi,Rumah Sakit Jiwa,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.77, Bukittinggi",+628514928525,,-9.427862813530474,117.96053907998451,False,150000,Mandiri,4.2,7:00,18:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
774,Papua Barat,Madiun,RSUD Madiun,Rumah Sakit,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.249, Madiun",+628642997425,,1.6783113428465466,111.03749412848595,True,350000,BPJS,4.7,7:00,18:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
775,Nusa Tenggara Barat,Gresik,Puskesmas Gresik,Puskesmas,Konseling,Trauma,"Jl. Kesehatan No.42, Gresik",+628019346979,,-1.1011551087661395,138.70982199112262,False,250000,"BPJS,Swasta",4.2,10:00,20:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
776,Kepulauan Riau,Singkawang,Klinik Psikologi Singkawang,Klinik Psikologi,Psikolog,Burnout Kerja,"Jl. Kesehatan No.137, Singkawang",+628179225033,,-0.8812251764906076,135.70257547913826,True,0,BPJS,3.2,7:00,17:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
777,Kepulauan Riau,Semarang,RS Jiwa Semarang,Rumah Sakit Jiwa,Psikiatri,Kecemasan,"Jl. Kesehatan No.36, Semarang",+628175631288,,-6.619969312957265,139.88827053984198,False,150000,Swasta,3.3,9:00,17:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
778,Maluku Utara,Bitung,Pusat Konseling Universitas Bitung,Universitas,Konseling,Trauma,"Jl. Kesehatan No.134, Bitung",+628625176472,,-8.495278388851144,106.34093635407329,True,50000,Mandiri,4.0,7:00,19:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
779,Kepulauan Riau,Malang,Puskesmas Malang,Puskesmas,Konseling,Kecemasan,"Jl. Kesehatan No.111, Malang",+628295925515,,-2.4849079009963244,104.52082560996901,True,100000,BPJS,4.7,10:00,21:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
780,Gorontalo,Bekasi,Pusat Konseling Universitas Bekasi,Universitas,Konseling,Gangguan Tidur,"Jl. Kesehatan No.222, Bekasi",+628013136852,,-2.5802346902084103,125.4391201760583,True,250000,Mandiri,3.8,10:00,22:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
781,Sumatera Barat,Kendari,Puskesmas Kendari,Puskesmas,Konseling,Gangguan Mood,"Jl. Kesehatan No.200, Kendari",+628931530861,,-1.3124660070146277,104.19847476559396,False,500000,"Mandiri,Swasta",3.4,9:00,20:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
782,DKI Jakarta,Madiun,RSUD Madiun,Rumah Sakit,Psikiatri,ADHD,"Jl. Kesehatan No.213, Madiun",+628278025439,,3.8969016036588933,122.45552952656465,True,500000,Mandiri,4.1,7:00,18:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
783,Sulawesi Selatan,Gorontalo,Pusat Konseling Universitas Gorontalo,Universitas,Konseling,Burnout Kerja,"Jl. Kesehatan No.236, Gorontalo",+628095893422,,-2.84146832995512,131.3891500248396,True,150000,"BPJS,Swasta",3.8,10:00,22:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
784,Sumatera Selatan,Samarinda,Puskesmas Samarinda,Puskesmas,Konseling,Burnout Kerja,"Jl. Kesehatan No.27, Samarinda",+628847986862,,-3.2162408595731495,102.48147394137453,True,100000,"BPJS,Swasta",4.4,8:00,18:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
785,DI Yogyakarta,Jakarta Utara,Pusat Konseling Universitas Jakarta Utara,Universitas,Konseling,Kecemasan,"Jl. Kesehatan No.102, Jakarta Utara",+628224306659,,-5.006975232920235,138.1038052758512,False,0,Swasta,4.3,9:00,22:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
786,Bali,Jakarta Barat,Puskesmas Jakarta Barat,Puskesmas,Konseling,ADHD,"Jl. Kesehatan No.119, Jakarta Barat",+628420828593,,-6.666186351134391,134.44684394452088,True,0,"Mandiri,Swasta",4.1,8:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
787,Sumatera Barat,Kupang,Klinik Psikologi Kupang,Klinik Psikologi,Psikolog,ADHD,"Jl. Kesehatan No.104, Kupang",+628570099361,,-8.331760756146426,123.16622318615669,True,250000,BPJS,3.5,9:00,17:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
788,Kalimantan Selatan,Jakarta Selatan,Klinik Psikologi Jakarta Selatan,Klinik Psikologi,Psikolog,Depresi,"Jl. Kesehatan No.28, Jakarta Selatan",+628031946458,,-0.30271267684709535,112.44879767286892,True,150000,BPJS,3.3,7:00,18:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
789,Papua,Garut,Puskesmas Garut,Puskesmas,Konseling,Depresi,"Jl. Kesehatan No.164, Garut",+628853388930,,1.4829959571675317,117.69067841599812,False,100000,"Mandiri,Swasta",3.9,7:00,16:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
790,Lampung,Bima,Puskesmas Bima,Puskesmas,Konseling,Trauma,"Jl. Kesehatan No.178, Bima",+628726348118,,1.7501318088634044,121.3397691326499,False,350000,"BPJS,Swasta",4.8,9:00,22:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
791,Sulawesi Selatan,Padang,Puskesmas Padang,Puskesmas,Konseling,Gangguan Tidur,"Jl. Kesehatan No.158, Padang",+628278941671,,-10.024182978519619,118.85057776778895,False,150000,"Mandiri,Swasta",3.8,7:00,22:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
792,Sulawesi Barat,Ambon,RSUD Ambon,Rumah Sakit,Psikiatri,Depresi,"Jl. Kesehatan No.218, Ambon",+628810678467,,0.3195086903876234,123.10132361238004,False,250000,"BPJS,Swasta",3.2,10:00,19:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
793,Bali,Bandung,Pusat Konseling Universitas Bandung,Universitas,Konseling,Kecemasan,"Jl. Kesehatan No.12, Bandung",+628349436171,,1.5989783534037674,131.50909196528983,True,100000,"Mandiri,Swasta",4.4,8:00,18:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
794,Jawa Tengah,Sleman,Puskesmas Sleman,Puskesmas,Konseling,Depresi,"Jl. Kesehatan No.250, Sleman",+628764587154,,-6.312686691765251,98.07626752615461,False,50000,"Mandiri,Swasta",4.0,7:00,16:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
795,Kalimantan Barat,Banjarmasin,Puskesmas Banjarmasin,Puskesmas,Konseling,Trauma,"Jl. Kesehatan No.212, Banjarmasin",+628476676586,,-3.527681719973293,136.78095879579564,True,150000,BPJS,3.3,7:00,22:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
796,Maluku,Purwokerto,Puskesmas Purwokerto,Puskesmas,Konseling,Depresi,"Jl. Kesehatan No.198, Purwokerto",+628233144569,,-1.0110507594958982,131.35671977515233,True,500000,"BPJS,Swasta",3.5,10:00,18:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
797,Jawa Barat,Binjai,Pusat Konseling Universitas Binjai,Universitas,Konseling,Gangguan Mood,"Jl. Kesehatan No.57, Binjai",+628581595888,,0.852275886936674,115.8195308904744,False,100000,Swasta,3.7,7:00,21:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
798,Jawa Barat,Parepare,Puskesmas Parepare,Puskesmas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.184, Parepare",+628294544462,,3.9899835042129563,124.62176176244895,True,150000,"Mandiri,Swasta",3.6,7:00,21:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
799,Bali,Jakarta Pusat,RS Jiwa Jakarta Pusat,Rumah Sakit Jiwa,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.71, Jakarta Pusat",+628208892075,,-7.454094697388163,138.13712929802304,False,50000,Mandiri,3.4,7:00,16:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
800,Jawa Timur,Palembang,Puskesmas Palembang,Puskesmas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.186, Palembang",+628564740511,,1.4787517258019207,95.91599721089142,True,0,BPJS,3.4,7:00,17:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
801,Sulawesi Utara,Bukittinggi,Puskesmas Bukittinggi,Puskesmas,Konseling,Gangguan Mood,"Jl. Kesehatan No.207, Bukittinggi",+628298852897,,-7.320018014919194,124.02644956517902,False,250000,Mandiri,3.7,7:00,17:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
802,Bali,Bandung,RSUD Bandung,Rumah Sakit,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.153, Bandung",+628573261544,,-9.080776991742146,137.5082749978075,True,0,Mandiri,3.0,7:00,17:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
803,Bali,Ternate,Klinik Psikologi Ternate,Klinik Psikologi,Psikolog,Gangguan Tidur,"Jl. Kesehatan No.15, Ternate",+628744129589,,0.6303267990559931,102.8997314018797,True,0,Swasta,3.2,10:00,16:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
804,Papua Barat,Sukabumi,Pusat Konseling Universitas Sukabumi,Universitas,Konseling,Trauma,"Jl. Kesehatan No.138, Sukabumi",+628153768685,,-6.625997451355886,115.9862481332112,True,500000,Swasta,5.0,8:00,22:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
805,Gorontalo,Jakarta Selatan,Puskesmas Jakarta Selatan,Puskesmas,Konseling,Burnout Kerja,"Jl. Kesehatan No.228, Jakarta Selatan",+628141347277,,-0.021958117660760834,118.81084615147999,False,350000,"Mandiri,Swasta",4.1,7:00,22:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
806,Kalimantan Selatan,Sidoarjo,RS Jiwa Sidoarjo,Rumah Sakit Jiwa,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.125, Sidoarjo",+628419431745,,-10.472057080413697,100.18758349302125,True,50000,BPJS,3.3,7:00,17:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
807,Papua Barat,Tangerang,Pusat Konseling Universitas Tangerang,Universitas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.163, Tangerang",+628519140783,,-2.838123084172203,117.34546022827011,True,250000,"Mandiri,Swasta",4.6,9:00,22:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
808,DI Yogyakarta,Singkawang,RSUD Singkawang,Rumah Sakit,Psikiatri,Konseling Pernikahan,"Jl. Kesehatan No.231, Singkawang",+628227039080,,1.6764797594189158,111.93892041119244,True,350000,"Mandiri,Swasta",4.6,7:00,20:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
809,Gorontalo,Palu,RS Jiwa Palu,Rumah Sakit Jiwa,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.5, Palu",+628994094299,,-8.234137326610753,97.68472889574821,True,100000,"BPJS,Swasta",3.5,7:00,22:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
810,Maluku,Manado,Pusat Konseling Universitas Manado,Universitas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.72, Manado",+628738680475,,-4.57777732814057,139.61174680535316,True,0,Swasta,4.8,8:00,18:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
811,Kalimantan Barat,Gresik,Pusat Konseling Universitas Gresik,Universitas,Konseling,Gangguan Tidur,"Jl. Kesehatan No.82, Gresik",+628771890302,,4.0966221297445955,135.97354648063182,False,500000,Swasta,4.8,10:00,17:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
812,Kalimantan Utara,Ambon,Pusat Konseling Universitas Ambon,Universitas,Konseling,Kecemasan,"Jl. Kesehatan No.235, Ambon",+628809924444,,-0.5522053267315599,113.30758789311064,False,150000,"BPJS,Swasta",4.1,9:00,21:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
813,Papua,Cirebon,RS Jiwa Cirebon,Rumah Sakit Jiwa,Psikiatri,Trauma,"Jl. Kesehatan No.165, Cirebon",+628001718178,,0.9497484615525593,129.9928299804406,False,50000,"BPJS,Swasta",3.3,8:00,17:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
814,Maluku Utara,Madiun,RSUD Madiun,Rumah Sakit,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.132, Madiun",+628240477308,,-3.344493464150686,98.13400617612768,True,0,BPJS,3.7,10:00,19:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
815,Sulawesi Tengah,Kediri,RSUD Kediri,Rumah Sakit,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.94, Kediri",+628645182095,,-3.61104735315441,119.96086233738299,False,500000,Mandiri,3.3,10:00,21:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
